name,url,details
An electronics retailer would like your help!,https://bugcrowd.com/programs/teasers/eQTUitf7a1btxJGEXtAWMtYd,"


Checkout their web target!



Reward range
Last updated 21 Jun 2022 14:06:28 UTC




Technical severity
Reward range






p1


Critical



$2,100 - $2,500





p2


Severe



$1,000 - $1,250





p3


Moderate



$150 - $200





p4


Low



$50 - $75








P5 submissions do not receive any rewards for this program.




Targets




website





Program is particularly interested in attacks that might reveal customer information or result in an account takeover.




Program rules



Learn more about Bugcrowd’s VRT.



"
Rarible,https://bugcrowd.com/rarible-ogmbb,"


Rarible values the work done by security researchers in improving the security of our products and service offerings. We are committed to working with this community to verify, reproduce, and respond to legitimate reported vulnerabilities. We encourage the community to participate in our responsible reporting process.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Blackbaud Vulnerability Disclosure Program,https://bugcrowd.com/blackbaud-vdp,"


Blackbaud and our Cyber Security program is committed to the security of our systems, products, and our customer information. We appreciate the valuable contributions of the Cyber Security community.
In order to work with us better, we'd like to share a few guidelines on reporting vulnerabilities to us. We expect that each security researcher aligns with our core values throughout their engagement with us. This will help facilitate a collaborative working environment and instills trust in all participants of the engagement. The Blackbaud core values are: We work as One, We bring heart, We invent possibilities, We expect the best, We give back.
Focus Areas:

Are you able to retrieve any PII from other users?

Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases, a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
NiceHash,https://bugcrowd.com/nicehash-og,"


NiceHash is the leading platform for mining and trading cryptocurrencies. Earn Bitcoin by connecting your PC and trade over 60 coins on our exchange.
No technology is perfect and NiceHash believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate as a security researcher to help us identify vulnerabilities in our targets. Good luck, and happy hunting!
Ratings/Rewards:
Important information about rewards
For this program, NiceHash will reward researchers in Bitcoin. For that you will need to provide NiceHash your Bitcoin wallet address so they can arrange the transaction.
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
StackPath,https://bugcrowd.com/stackpath,"


Our platform of secure edge services is developed in pursuit of our ultimate mission: to make the internet safe. We greatly value the hard work and genius of the internet security research community, and welcome reports of any discovered StackPath platform vulnerability.
If you identify a vulnerability in our platform please notify us right away through the methods outlined in our Vulnerability Disclosure Program. We investigate all reported vulnerabilities and resolve identified issues as quickly as possible. We appreciate your efforts and cooperation avoiding privacy violations, damaging data, or otherwise interrupting or causing a negative impact on any of our services as you conduct your research.

Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.

Guidelines

Perform research only within scope.
If you find a vulnerability that exposes customer or employee personal information, Stop testing and report the issue immediately.
If you gain access to any non-public application or non-public credentials, Stop testing and report the issue immediately.
Do not purposefully attempt to degrade systems or services during testing.
Collect and submit all information necessary to demonstrate the vulnerability.
Submit any necessary screenshots, screen captures, network requests, reproduction steps or similar using the Bugcrowd submission form (do not use third party file sharing sites).
Only target your own account and do not attempt to access data from anyone else’s account that you do not expressly own.
Follow the Bugcrowd “Coordinated Disclosure” rules



Focus Areas

Cross Site Scripting (XSS)
Cross-Site Request Forgery (CSRF)
Cross-Origin Resource Sharing (CORS)
Server-side Request Forgery (SSRF)
XML External Entities (XXE)
SQL Injection (SQLi)
Authentication related issues
Authorization related issues
Data Exposure
Redirection attacks
Remote Code Execution (RCE)
Clickjacking
Insecure Deserialization
Business Logic
Unauthorized API actions
Domain takeover
Web Application Firewall (WAF)
Application Denial of Service (L7 DoS)
Clever vulnerabilities that do not fall into the above categories


Excluded Submission Types

Issues determined to be low impact
Tenant/cloud systems where StackPath is simply acting as the site host
Security vulnerabilities in third-party products or websites that are not under StackPath's direct control
Vulnerability reports which do not include careful manual validation
Reports based only on results from automated tools and scanners
Theoretical attack vectors without proof of exploitability
Any customer hosted systems or services
Social engineering and physical attacks
Missing or incorrect SPF/DMARC/DKIM records
Abandoned CNAME records are excluded unless there is an existing link from a company resource to the invalid CNAME
Clickjacking reports against unauthenticated pages and/or static content resources
POST based Reflected XSS / Self XSS
Vulnerabilities which send unsolicited bulk messages (spam)
Denial of Service attacks that require large volumes of data

Third-party websites
Researchers will be encouraged to contact the third-party maintainers directly.





Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
HostGator VDP,https://bugcrowd.com/hostgator-vdp,"


HostGator invites you to test and help secure our primary publicly facing assets - focusing on our main web application. We appreciate your efforts and hard work in making the internet (and HostGator) more secure, and look forward to working with the researcher community to create a meaningful and successful bug bounty program. Good luck and happy hunting!

Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.

Discovering Security Vulnerabilities
We encourage responsible security research on the Endurance services and products. We allow you to conduct vulnerability research and testing on the Endurance services and products to which you have authorized access. In no event shall your research and testing involve, without limitation:

Accessing, or attempting to access, accounts or data that do not belong to you or your authorized users,
Any attempt to download, modify, or destroy any data,
Executing, or attempting to execute, a denial of service attack,
Sending, or attempting to send, unsolicited or unauthorized email, spam or other forms of unsolicited messages,
Testing third party websites, applications or services that integrate with any Endurance services,
Posting, transmitting, uploading, linking to, sending or storing malware, viruses or similar harmful software, or otherwise attempting to interrupt or degrade the Endurance services.
Any activity that violates any applicable law.


Report Formatting
In the Description of a Vulnerability Report, please format the replication process as an Ordered List. Valid reports, formatted the following way, will be prioritized and accepted faster by Newfold Digital:

Steps To Reproduce: (Add details for how we can reproduce the issue) 


[add step 1]
[add step 2]
[add step 3]...








Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Seagate VDP,https://bugcrowd.com/seagate-vdp,"


Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
Dfinity Vulnerability Disclosure Program,https://bugcrowd.com/dfinity-vdppro,"


Our company recognizes the importance of security, privacy and community, and values the input of hackers acting in good-faith to help us maintain a high standard for our users. This includes encouraging responsible vulnerability research and the disclosure of security vulnerabilities.
This bug bounty program focuses on the Internet Computer Protocol and core Internet Computer components and canisters. 
Eligibility

Ensure that the potential security bug you are reporting is in scope as specified in the Scope & Targets section below
Please treat the report as confidential until the respective teams have a chance to fix the issue. Public disclosure of the vulnerability without abiding by this policy makes it ineligible for rewards
Do not engage in social engineering techniques or spear-phishing campaigns
Bugs in third-party code are strictly excluded from the scope.
Duplicate reports and closely related submissions will be dealt with on a case-by-case basis. If the submissions are determined to be genuine they may be rewarded based on a lower rewards scale

Rewards Payment Process
1.First, obtain an ICP wallet address. You may use any valid ICP wallet address that best fits your needs and convenience. Below are some custody option examples that you can choose from to obtain a KYCed ICP wallet address. 

Self-Custody (via Keysmith instructions or NNS dapp):

NNS dapp
     - Learn how to get started or view a more technical walkthrough.
Keysmith
     - Follow step-by-step instructions to set up self-custody via Keysmith.


3rd Party Custody Solutions
-Coinbase Pro/Retail
 -Klever
 -Plug wallet
 -Stoic wallet
 -Coinbase Custody


2.Once your ICP wallet address is ready, reply to this email and send the email address you plan to associate your account with before starting the KYC process. The provided email address will be whitelisted on the KYC website (~3 working days).
3.You will receive an email notification once your email has been whitelisted. Submit your KYC application on the KYC DFINITY page by clicking on ‘Other’ and entering the email address you provided to receive a unique link to begin the verification process. The KYC will be performed by a 3rd party and all information that the DFINITY Foundation receives is the email address and the ICP address.  
Make sure at every stage of the onboarding process that your wallet address and associated email address are entered correctly to avoid any delay. As a reminder, DFINITY is not responsible for your asset custody nor will it be held accountable for any loss of your ICP distributed to you in the ICP wallet address you have provided.
If you have any questions regarding your KYC application or obtaining your ICP wallet address, please contact DFINITY Support.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
CyberGhost,https://bugcrowd.com/cyberghost,"


CyberGhost operates thousands of VPN servers and makes cross-platform VPN applications for all major desktop and mobile operating systems as well as routers and browser extensions.
CyberGhost takes the security of its applications and services seriously. We've offered an in-house bug bounty program for years and paid out thousands of dollars to security researchers in that time. We value excellent engineering and are always looking for ways to improve the security of our products and services.
Scope
Please ensure that your activities remain in-scope to the program. For example, admin panels for data center services we utilize are out of scope because they are not owned, hosted, and operated by CyberGhost. If you are unsure if your testing is considered in-scope please reach out to support@bugcrowd.com to confirm first. A researcher found to be testing out of scope will be ineligible for a reward and we will reserve the right to immediately remove the individual from the program.
Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.
We will review coordinated disclosures on a case by case basis. However, please note that we will automatically reject any findings that are marked as duplicates or not applicable. Please do not submit a disclosure request if your submission fits into these categories.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Private Internet Access,https://bugcrowd.com/privateinternetaccess,"


Private Internet Access operates thousands of VPN servers and makes cross-platform VPN applications for all major operating systems as well as routers and browser extensions.
Private Internet Access takes the security of its applications and services seriously. We have offered an in-house bug bounty program for years and have awarded thousands of dollars to security researchers. We value excellent engineering and are always looking for ways to improve the security of our products and services.
Ratings:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.
We will review coordinated disclosures on a case by case basis. However, please note that we will automatically reject any findings that are marked as duplicates or not applicable. Please do not submit a disclosure request if your submission fits into these categories.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
Lucid Motors Vulnerability Disclosure Program,https://bugcrowd.com/lucidmotors-vdp,"


Lucid Motors cares deeply about maintaining the trust and confidence that our customers place in us. As such, the security of our systems, applications, and data is paramount. If you are a security researcher and have discovered a security vulnerability in one of our services, we appreciate your help in disclosing it to us in a responsible manner. No technology is perfect and Lucid Motors believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate on our program to help us identify vulnerabilities. Good luck, and happy hunting!
Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



Learn more about Bugcrowd’s VRT.




"
You Need a Budget (YNAB),https://bugcrowd.com/ynab,"


We work hard to keep You Need a Budget secure, and make every effort to keep on top of the latest threats by working with security researchers and companies. If you think we've made a security mistake or have a vulnerability, please tell us right away. If you're the first to alert us and it leads to us making a change, we'll pay you a reward.
Our Philosophy:

We're on your side! We both want you to find bugs in our application before any bad guys do.
Please be a hacker, but don't be a jerk. We'll get into more examples later, but that means: Hack your own accounts, not someone else's accounts. Don't perform DoS or DDoS attacks. Don't try to break into our physical offices or do anything illegal. Don't waste our time. This program is an invitation to test our systems. It's not an invitation to be a bad person.

What we hope you find:
(Actually, we hope you can't find any of this, but you know what we mean.)
The objective is to discover vulnerabilities in our web application and API.
Of particular interest are:

Bugs that Allow reading or writing of another user's data
XSS bugs
Bugs that Leak Sensitive information between sessions
Issues that affect Authentication or Session Management
Anything else classified P1-P3 really gets our attention!

How we classify submissions:
We classify all submissions based on Bugcrowds Vulnerability Taxonomy. P1s are scary, and we pay the maximum for those. On the other hand, P5s are considered ""recommended practices"", and we intentionally don't follow all recommendations. However, if you submit a P5 and we change our code as a result of your submission, it will be bumped to a P4, and paid out accordingly. 
Note: Please don't pretend your issue is more severe than it is when describing it. It will lead to lost trust and higher frustration, but it never leads to higher payouts! 




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.

This bounty requires explicit permission to disclose the results of a submission.
This program does not allow for pivoting via the use/exploitation of issues found during testing.




"
Lightspeed Retail (X-Series),https://bugcrowd.com/x-series,"


Introduction
Lightspeed Retail X-Series bug bounty program aims to build stronger relationships with the security community by rewarding security researchers for their work in finding security vulnerabilities.
This page is intended for security researchers. For general information about security, please see our main website.
Important Notes
We will make a best effort to meet the following response targets for white hat hackers participating in our program:
Time to First Response: 1 day
Time to Triage: 2 days
Time to Bounty: within 5 business days
Time to Remediate: Up to 90 days (may be dependent on the severity and complexity, excluding extenuating circumstances)
Public Disclosure Policy

Please do not discuss any vulnerabilities (even resolved ones) outside of the program without express consent from Lightspeed.
This program follows Bugcrowd’s disclosure guidelines.






Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
GoPro Awards Webapp Public Program,https://bugcrowd.com/gopro-og-public,"


No technology is perfect and GoPro believes that working with skilled security researchers across the globe is crucial in identifying weaknesses in any technology. We are excited for you to participate as a security researcher to help us identify vulnerabilities in our program. Good luck, and happy hunting! Please note this is only for the Awards web application
Ratings/Rewards:
For the initial prioritization/rating of findings, this program will use the Bugcrowd Vulnerability Rating Taxonomy. However, it is important to note that in some cases a vulnerability priority will be modified due to its likelihood or impact. In any instance where an issue is downgraded, a full, detailed explanation will be provided to the researcher - along with the opportunity to appeal, and make a case for a higher priority.




Scope and rewards




Program rules


This program follows Bugcrowd’s
standard disclosure terms.


For any testing issues (such as broken credentials, inaccessible application, or Bugcrowd Ninja email
problems), please email support@bugcrowd.com. We will address your issue as soon as possible.



This program does not offer financial or point-based rewards for
P5
— Informational findings.
Learn more about Bugcrowd’s VRT.




"
